tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2014-W-PR-USA-03A-2014,Cincinnati,Hard,56,P,20140811,045,201421,9,,Ana Ivanovic,R,183,SRB,26.7624914442,11,3605,201320,,,Svetlana Kuznetsova,R,174,RUS,29.1225188227,24,1906,6-2 2-6 6-3,3,R16
2014-W-SL-USA-01A-2014,US Open,Hard,128,G,20140825,073,201520,3,,Petra Kvitova,L,183,CZE,24.4654346338,4,5956,201508,,,Petra Cetkovska,R,172,CZE,29.5414099932,63,874,6-4 6-2,3,R64
2015-W-PR-AUS-01A-2015,Brisbane International,Hard,30,P,20150105,029,201345,1,,Maria Sharapova,R,,RUS,27.7152635181,2,6865,201421,2,,Ana Ivanovic,R,183,SRB,27.1649555099,7,4640,6-7(4) 6-3 6-3,3,F
2007-W-T3-USA-01A-2007,Memphis,Hard,32,T3,20070219,023,200748,7,,Venus Williams,R,185,USA,26.674880219,54,445,201496,,WC,Caroline Wozniacki,R,177,DEN,16.6105407255,160,173,6-4 6-4,3,R16
2007-W-SL-USA-01A-2007,US Open,Hard,128,G,20070827,116,200748,12,,Venus Williams,R,185,USA,27.1923340178,14,1765,201421,5,,Ana Ivanovic,R,183,SRB,19.8056125941,5,2847,6-4 6-2,3,R16
2007-W-T1-SUI-01A-2007,Zurich,Hard,28,T1,20071015,021,200003,1,,Justine Henin,R,167,BEL,25.3716632444,1,5500,201474,,LL,Agnieszka Radwanska,R,170,POL,18.6091718001,31,894,6-4 6-2,3,QF
2007-W-T1-RUS-01A-2007,Moscow,Hard,28,T1,20071008,024,200108,,,Elena Dementieva,R,180,RUS,25.9794661191,14,1727,201458,,,Victoria Azarenka,R,180,BLR,18.1875427789,32,856,7-6(4) 6-2,3,QF
2007-W-WT-ESP-01A-2007,WTA Tour Championships,Hard,4,W,20071105,001,200003,1,,Justine Henin,R,167,BEL,25.4291581109,1,5930,201421,4,,Ana Ivanovic,R,183,SRB,19.9972621492,4,3161,6-4 6-4,3,SF
2007-W-WT-ESP-01A-2007,WTA Tour Championships,Hard,4,W,20071105,8,201345,6,,Maria Sharapova,R,,RUS,20.5475701574,6,2666,201320,2,,Svetlana Kuznetsova,R,174,RUS,22.3572895277,2,3750,5-7 6-2 6-2,3,RR
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,20080114,114,201345,5,,Maria Sharapova,R,,RUS,20.7392197125,5,2956,200108,11,,Elena Dementieva,R,180,RUS,26.2477754962,11,1985,6-2 6-0,3,R16
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,20080114,118,201421,4,,Ana Ivanovic,R,183,SRB,20.1889117043,3,3516,201496,,,Caroline Wozniacki,R,177,DEN,17.5112936345,64,464,6-1 7-6(2),3,R16
2008-W-T1-USA-03A-2008,Charleston,Clay,56,T1,20080414,043,200108,4,,Elena Dementieva,R,180,RUS,26.4969199179,8,2305,201458,13,,Victoria Azarenka,R,180,BLR,18.7049965777,28,985,6-4 7-5,3,R16
2008-W-T3-TUR-01A-2008,Istanbul,Clay,30,T3,20080519,029,201474,2,,Agnieszka Radwanska,R,170,POL,19.2032854209,15,1533,200108,1,,Elena Dementieva,R,180,RUS,26.5927446954,7,2630,6-3 6-2,3,F
1992-W-WT-USA-17A-1992,Virginia Slims Championships,Carpet,16,W,19921116,005,200017,5,,Arantxa Sanchez Vicario,R,,ESP,20.9144421629,4,176,200404,,,Zina Garrison,U,,USA,29.0020533881,17,55,7-6 6-1,3,R16
1992-W-WT-USA-17A-1992,Virginia Slims Championships,Carpet,16,W,19921116,006,200293,4,,Martina Navratilova,L,173,USA,36.0793976728,5,172,200401,,,Manuela Maleeva Fragniere,R,,SUI,25.7549623546,10,81,6-2 6-2,3,R16
1992-W-WT-GER-05A-1992,Filderstadt,Hard,32,W,19921012,030,200293,3,,Martina Navratilova,L,173,USA,35.9835728953,5,170,200017,2,,Arantxa Sanchez Vicario,R,,ESP,20.8186173854,4,173,6-1 6-1,3,SF
1993-W-SL-FRA-01A-1993,French Open,Clay,128,G,19930524,121,200414,1,,Steffi Graf,R,,GER,23.9425051335,2,307,200077,6,,Jennifer Capriati,R,170,USA,17.1526351814,8,118,6-3 7-5,3,QF
1993-W-SL-FRA-01A-1993,French Open,Clay,128,G,19930524,123,200597,5,,Mary Joe Fernandez,R,,USA,21.7631759069,7,125,200572,3,,Gabriela Sabatini,R,,ARG,23.022587269,5,169,1-6 7-6(4) 10-8,3,QF
1993-W-SL-FRA-01A-1993,French Open,Clay,128,G,19930524,124,200017,2,,Arantxa Sanchez Vicario,R,,ESP,21.4318959617,3,232,200539,7,,Jana Novotna,R,,CZE,24.6406570842,9,97,6-2 7-5,3,QF
1993-W-SL-GBR-01A-1993,Wimbledon,Grass,128,G,19930621,109,200404,,,Zina Garrison,U,,USA,29.5961670089,21,52,200597,5,,Mary Joe Fernandez,R,,USA,21.839835729,6,148,6-0 6-1,3,R32
1993-W-SL-GBR-01A-1993,Wimbledon,Grass,128,G,19930621,122,200049,6,,Conchita Martinez,R,170,ESP,21.1800136893,7,137,200377,15,,Helena Sukova,R,,CZE,28.3230663929,15,65,6-1 6-4,3,QF
1993-W-SL-GBR-01A-1993,Wimbledon,Grass,128,G,19930621,127,200414,1,,Steffi Graf,R,,GER,24.0191649555,1,329,200539,8,,Jana Novotna,R,,CZE,24.7173169062,9,104,7-6 1-6 6-4,3,F
1993-W-WT-GBR-03A-1993,Brighton,Carpet,32,W,19931019,030,200081,2,,Anke Huber,R,,GER,18.8720054757,10,108,200096,3,,Mary Pierce,R,178,FRA,18.7570157426,14,85,3-6 6-4 6-4,3,SF
1993-W-WT-CAN-01A-1993,Canadian Open,Hard,56,W,19930816,054,200077,6,,Jennifer Capriati,R,170,USA,17.3826146475,9,125,200017,2,,Arantxa Sanchez Vicario,R,,ESP,21.6618754278,3,246,7-6 6-2,3,SF
1993-W-WT-GER-01A-1993,Hamburg,Clay,32,W,19930426,027,200539,4,,Jana Novotna,R,,CZE,24.5639972621,9,94,200081,6,,Anke Huber,R,,GER,18.392881588,10,75,6-1 6-3,3,QF
1993-W-WT-ESP-01A-1993,Barcelona,Clay,32,W,19930420,025,200017,1,,Arantxa Sanchez Vicario,R,,ESP,21.3360711841,3,217,200096,6,,Mary Pierce,R,178,FRA,18.2587268994,16,60,7-5 6-1,3,QF
1993-W-WT-USA-16A-1993,Virginia Slims Championships,Carpet,16,W,19931115,015,200414,1,,Steffi Graf,R,,GER,24.4216290212,1,389,200017,2,,Arantxa Sanchez Vicario,R,,ESP,21.9110198494,2,234,6-1 6-4 3-6 6-1,3,F
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,20000822,121,200001,1,,Martina Hingis,R,170,SUI,19.8904859685,1,5884,200652,6,,Monica Seles,L,,USA,26.7186858316,6,2854,6-0 7-5,3,QF
2000-W-SL-USA-01A-2000,US Open,Hard,128,G,20000822,123,200108,,,Elena Dementieva,R,180,RUS,18.8501026694,25,1058,200081,10,,Anke Huber,R,,GER,25.7138945927,10,1933,6-1 3-6 6-3,3,QF
2000-W-T2-USA-02A-2000,Amelia Island,Clay,56,T2,20000410,051,200652,3,,Monica Seles,L,,USA,26.3545516769,9,1891,200017,6,,Arantxa Sanchez Vicario,R,,ESP,28.3121149897,11,1797,6-1 6-3,3,QF
2000-W-T1-USA-02A-2000,Miami,Hard,96,T1,20000320,093,200001,1,,Martina Hingis,R,170,SUI,19.4688569473,1,6005,200652,7,,Monica Seles,L,,USA,26.2970568104,8,2015,6-0 6-0,3,SF
1981-W-SL-GBR-01A-1981,Wimbledon,Grass,96,G,19810622,093,200259,1,,Chris Evert,R,,USA,,,,200360,7,,Pam Shriver,R,,USA,,,,6-3 6-1,3,SF
1981-W-WT-USA-04A-1981,Chicago,Carpet,56,W,19810126,050,200209,3,,Wendy Turnbull,U,,AUS,,,,200360,5,,Pam Shriver,R,,USA,,,,5-7 6-3 6-3,3,QF
1981-W-WT-USA-23A-1981,Deerfield Beach,Hard,32,W,19811012,029,200259,1,,Chris Evert,R,,USA,,,,200360,4,,Pam Shriver,R,,USA,,,,7-5 6-0,3,SF
1982-W-SL-USA-01A-1982,US Open,Hard,128,G,19820831,125,200348,5,,Hana Mandlikova,R,,AUS,,,,200360,7,,Pam Shriver,R,,USA,,,,6-4 2-6 6-2,3,SF
1982-W-WT-AUS-01A-1982,Brisbane,Grass,56,W,19821115,050,200209,3,,Wendy Turnbull,U,,AUS,,,,200401,,,Manuela Maleeva Fragniere,R,,SUI,,,,6-0 6-1,3,QF
1982-W-WT-USA-06A-1982,Chicago,Carpet,32,W,19820125,027,200209,6,,Wendy Turnbull,U,,AUS,,,,200360,3,,Pam Shriver,R,,USA,,,,6-2 6-4,3,QF
1986-W-WT-USA-05A-1986,Boca Raton,Hard,128,W,19860210,126,200414,2,,Steffi Graf,R,,GER,16.6598220397,4,,200377,7,,Helena Sukova,R,,CZE,20.9637234771,10,,6-2 6-1,3,SF
1986-W-WT-USA-11A-1986,Virginia Slims Championships,Carpet,16,W,19860317,005,200348,5,,Hana Mandlikova,R,,AUS,24.0711841205,5,,200404,,,Zina Garrison,U,,USA,22.3326488706,9,,2-6 6-3 6-2,3,R16
1986-W-WT-FRG-02A-1986,Filderstadt,Carpet,32,W,19861013,029,200293,1,,Martina Navratilova,L,173,USA,29.9849418207,1,,200360,3,,Pam Shriver,R,,USA,24.2765229295,5,,6-1 7-6,3,SF
1987-W-SL-FRA-01A-1987,French Open,Clay,128,G,19870525,124,200414,2,,Steffi Graf,R,,GER,17.9438740589,2,221,200401,6,,Manuela Maleeva Fragniere,R,,SUI,20.2737850787,9,68,6-4 6-1,3,QF
1987-W-SL-FRA-01A-1987,French Open,Clay,128,G,19870525,127,200414,2,,Steffi Graf,R,,GER,17.9438740589,2,221,200293,1,,Martina Navratilova,L,173,USA,30.598220397,1,265,6-4 4-6 8-6,3,F
1987-W-WT-CAN-01A-1987,Canadian Open,Hard,56,W,19870817,053,200360,3,,Pam Shriver,R,,USA,25.1197809719,5,117,200259,1,,Chris Evert,R,,USA,32.6543463381,3,173,6-4 6-1,3,SF
1987-W-WT-GBR-02A-1987,Eastbourne,Grass,64,W,19870615,061,200293,1,,Martina Navratilova,L,173,USA,30.6557152635,1,265,200360,4,,Pam Shriver,R,,USA,24.9472963723,6,106,6-4 4-6 6-3,3,SF
1987-W-WT-USA-26A-1987,Virginia Slims Championships,Carpet,16,W,19871116,012,200572,,,Gabriela Sabatini,R,,ARG,17.5030800821,6,102,200293,2,,Martina Navratilova,L,173,USA,31.0773442847,2,243,6-4 7-5,3,QF
1987-W-WT-FRG-03A-1987,Filderstadt,Carpet,32,W,19871012,031,200293,1,,Martina Navratilova,L,173,USA,30.9815195072,2,246,200259,2,,Chris Evert,R,,USA,32.8076659822,3,164,7-5 6-1,3,F
1988-W-SL-GBR-01A-1988,Wimbledon,Grass,128,G,19880620,081,200377,6,,Helena Sukova,R,,CZE,23.3210130048,7,79,200539,,,Jana Novotna,R,,CZE,19.7152635181,34,23,6-2 6-2,3,R64
1988-W-WT-CAN-01A-1988,Canadian Open,Hard,56,W,19880815,046,200572,4,,Gabriela Sabatini,R,,ARG,18.250513347,5,139,200404,9,,Zina Garrison,U,,USA,24.7474332649,12,59,6-1 6-4,3,R16
1988-W-WT-USA-26A-1988,Virginia Slims Championships,Carpet,16,W,19881114,014,200572,4,,Gabriela Sabatini,R,,ARG,18.4996577687,4,145,200377,8,,Helena Sukova,R,,CZE,23.7234770705,8,76,6-4 6-2,3,SF
1988-W-WT-USA-04A-1988,Washington,Hard,32,W,19880222,031,200293,1,,Martina Navratilova,L,173,USA,31.3456536619,2,229,200360,2,,Pam Shriver,R,,USA,25.6372347707,4,140,6-0 6-2,3,F
1989-W-SL-AUS-01A-1989,Australian Open,Hard,128,G,19890116,112,200293,15,,Martina Navratilova,L,173,USA,32.2464065708,2,212,200539,,,Jana Novotna,R,,CZE,20.2902121834,45,21,6-2 6-2,3,R32
1989-W-SL-GBR-01A-1989,Wimbledon,Grass,128,G,19890626,120,200293,2,,Martina Navratilova,L,173,USA,32.6872005476,2,181,200348,14,,Hana Mandlikova,R,,AUS,27.3483915127,19,48,6-3 6-2,3,R16
1989-W-WT-USA-07A-1989,Boca Raton,Hard,56,W,19890313,053,200414,1,,Steffi Graf,R,,GER,19.7453798768,1,323,200377,4,,Helena Sukova,R,,CZE,24.0492813142,5,103,6-2 6-1,3,SF
1984-W-WT-USA-11A-1984,US Indoors,Carpet,32,W,19840220,030,200259,2,,Chris Evert,R,,USA,29.1663244353,2,,200401,,,Manuela Maleeva Fragniere,R,,SUI,17.015742642,25,,6-4 6-0,3,SF
1985-W-WT-SUI-01A-1985,Lugano,Clay,48,W,19850519,041,200401,1,,Manuela Maleeva Fragniere,R,,SUI,18.2614647502,4,,200572,6,,Gabriela Sabatini,R,,ARG,15.0116358658,17,,6-0 6-7 6-2,3,QF
1985-W-WT-USA-16A-1985,Hilton Head,Clay,56,W,19850408,045,200572,,,Gabriela Sabatini,R,,ARG,14.8966461328,33,,200404,5,,Zina Garrison,U,,USA,21.3935660507,9,,6-4 6-0,3,R16
1985-W-WT-USA-28A-1985,New Orleans,Carpet,32,W,19850923,031,200259,1,,Chris Evert,R,,USA,30.7570157426,1,,200360,2,,Pam Shriver,R,,USA,23.2224503765,4,,6-4 7-5,3,F
1985-W-WT-USA-12A-1985,Virginia Slims Championships,Carpet,16,W,19850318,010,200348,3,,Hana Mandlikova,R,,AUS,23.0746064339,3,,200404,,,Zina Garrison,U,,USA,21.3360711841,7,,6-3 6-4,3,QF
1985-W-WT-USA-02A-1985,Washington,Carpet,32,W,19850107,029,200293,1,,Martina Navratilova,L,173,USA,28.2217659138,1,,200404,7,,Zina Garrison,U,,USA,21.144421629,9,,6-1 6-2,3,SF
1978-W-WT-USA-11A-1978,Philadelphia,Hard,32,W,19780326,025,200259,1,,Chris Evert,R,,USA,,,,200209,7,,Wendy Turnbull,U,,AUS,,,,6-2 6-1,3,QF
1979-W-WT-USA-18A-1979,Atlanta,Carpet,32,W,19790923,028,200209,8,,Wendy Turnbull,U,,AUS,,,,200259,2,,Chris Evert,R,,USA,,,,6-4 1-6 6-4,3,QF
1979-W-WT-USA-20A-1979,Phoenix,Hard,32,W,19791010,030,200259,2,,Chris Evert,R,,USA,,,,200209,4,,Wendy Turnbull,U,,AUS,,,,6-4 6-2,3,SF
1980-W-WT-CAN-02A-1980,Canadian Open,Hard,56,W,19800810,046,200360,,,Pam Shriver,R,,USA,,,,200209,,,Wendy Turnbull,U,,AUS,,,,6-7 6-3 6-2,3,R16
1980-W-WT-USA-16A-1980,Orlando,Clay,21,W,19800429,014,200293,1,,Martina Navratilova,L,173,USA,,,,200360,7,,Pam Shriver,R,,USA,,,,6-3 6-7 6-0,3,QF
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,20100118,065,200033,1,,Serena Williams,R,175,USA,28.3121149897,1,9195,201520,,,Petra Kvitova,L,183,CZE,19.8658453114,77,817,6-2 6-1,3,R64
2010-W-PR-UAE-01A-2010,Dubai Open,Hard,56,P,20100215,054,201458,4,,Victoria Azarenka,R,180,BLR,20.5448323066,6,4960,201474,7,,Agnieszka Radwanska,R,170,POL,20.9472963723,9,3605,6-3 6-4,3,SF
2010-W-PR-USA-02A-2010,Stanford,Hard,30,P,20100726,026,201345,5,,Maria Sharapova,R,,RUS,23.2689938398,15,3260,200108,2,,Elena Dementieva,R,180,RUS,28.7775496235,6,4670,6-4 2-6 6-3,3,QF
2010-W-PR-USA-03A-2010,San Diego,Hard,30,P,20100802,017,201474,4,,Agnieszka Radwanska,R,170,POL,21.4072553046,10,3870,201336,,,Dinara Safina,R,182,RUS,24.2655715264,35,1453,6-1 6-3,3,R16
2010-W-SL-USA-01A-2010,US Open,Hard,128,G,20100830,120,200079,2,,Kim Clijsters,R,,BEL,27.227926078,3,5325,201421,,,Ana Ivanovic,R,183,SRB,22.8145106092,40,1313,6-2 6-1,3,R16
2011-W-SL-AUS-01A-2011,Australian Open,Hard,128,G,20110117,106,201474,12,,Agnieszka Radwanska,R,170,POL,21.8672142368,14,3000,201594,,,Simona Halep,R,168,ROU,19.3073237509,77,837,6-1 6-2,3,R32
2011-W-SL-AUS-01A-2011,Australian Open,Hard,128,G,20110117,126,200079,3,,Kim Clijsters,R,,BEL,27.6112251882,3,6675,201329,2,,Vera Zvonareva,R,172,RUS,26.3600273785,2,6785,6-3 6-3,3,SF
2011-W-PM-USA-02A-2011,Miami,Hard,96,PM,20110321,056,201329,3,,Vera Zvonareva,R,172,RUS,26.5325119781,3,7505,201336,,WC,Dinara Safina,R,182,RUS,24.8980150582,91,761,3-6 6-3 6-2,3,R64
2009-W-PM-USA-01A-2009,Indian Wells,Hard,96,PM,20090309,056,201508,,Q,Petra Cetkovska,R,172,CZE,24.0793976728,71,843,200108,3,,Elena Dementieva,R,180,RUS,27.3976728268,4,7886,7-6(2) 2-6 6-1,3,R64
2009-W-PM-USA-01A-2009,Indian Wells,Hard,96,PM,20090309,090,201329,4,,Vera Zvonareva,R,172,RUS,24.501026694,6,6320,201496,9,,Caroline Wozniacki,R,177,DEN,18.6611909651,13,3200,6-4 6-2,3,QF
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,20090323,091,201320,8,,Svetlana Kuznetsova,R,174,RUS,23.7371663244,8,4308,201496,13,,Caroline Wozniacki,R,177,DEN,18.6995208761,12,3320,6-4 6-7(5) 6-1,3,QF
2009-W-INT-SWE-01A-2009,Bastad,Clay,32,I,20090706,017,201496,1,,Caroline Wozniacki,R,177,DEN,18.9869952088,9,4780,201520,,,Petra Kvitova,L,183,CZE,19.3292265572,58,987,6-4 6-2,3,R16
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,20090831,116,201496,9,,Caroline Wozniacki,R,177,DEN,19.1403148528,8,4730,201320,6,,Svetlana Kuznetsova,R,174,RUS,24.1779603012,6,5960,2-6 7-6(5) 7-6(3),3,R16
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,20091026,001,200033,2,,Serena Williams,R,175,USA,28.0821355236,2,7576,201496,4,,Caroline Wozniacki,R,177,DEN,19.2936344969,4,5485,6-4 0-1 RET,3,SF
2009-W-PM-CHN-01A-2009,Beijing,Hard,60,PM,20091005,059,201320,6,,Svetlana Kuznetsova,R,174,RUS,24.2737850787,6,5201,201474,12,Q,Agnieszka Radwanska,R,170,POL,20.5831622177,11,3130,6-2 6-4,3,F
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,20090622,122,200748,3,,Venus Williams,R,185,USA,29.0130047912,3,7217,201474,11,,Agnieszka Radwanska,R,170,POL,20.295687885,14,2981,6-1 6-2,3,QF
2012-W-PR-CAN-01A-2012,Canadian Open,Hard,48,P,20120806,047,201520,5,,Petra Kvitova,L,183,CZE,22.4147843943,6,5275,201419,10,,Na Li,R,172,CHN,30.4421629021,11,3245,7-5 2-6 6-3,3,F
2013-W-SL-USA-01A-2013,US Open,Hard,128,G,20130826,120,201458,2,,Victoria Azarenka,R,180,BLR,24.0711841205,2,9505,201421,13,,Ana Ivanovic,R,183,SRB,25.8042436687,15,2940,4-6 6-3 6-4,3,R16
2013-W-PR-JPN-01A-2013,Tokyo,Hard,56,P,20130923,050,201520,7,,Petra Kvitova,L,183,CZE,23.5455167693,11,3170,201320,,,Svetlana Kuznetsova,R,174,RUS,28.2409308693,27,1839,6-4 6-1,3,QF
2014-W-PM-USA-02A-2014,Miami,Hard,96,PM,20140317,092,201419,2,,Na Li,R,172,CHN,32.052019165,2,7185,201496,11,,Caroline Wozniacki,R,177,DEN,23.6824093087,18,2605,7-5 7-5,3,QF
2014-W-INT-MEX-02A-2014,Monterrey,Hard,32,I,20140331,030,201421,2,,Ana Ivanovic,R,183,SRB,26.3983572895,13,3120,201496,3,,Caroline Wozniacki,R,177,DEN,23.7207392197,14,2740,7-6(5) 6-4,3,SF
2011-W-PR-USA-03A-2011,Mercury Insurance Open,Hard,56,P,20110801,055,201474,3,,Agnieszka Radwanska,R,170,POL,22.4038329911,13,2915,201329,1,,Vera Zvonareva,R,172,RUS,26.8966461328,3,6850,6-3 6-4,3,F
2011-W-PR-USA-04A-2011,Cincinnati,Hard,56,P,20110815,046,201345,4,WC,Maria Sharapova,R,,RUS,24.3230663929,7,5446,201320,14,,Svetlana Kuznetsova,R,174,RUS,26.1327857632,13,2751,6-2 6-3,3,R16
2011-W-PR-USA-05A-2011,New Haven,Hard,30,P,20110822,029,201496,1,,Caroline Wozniacki,R,177,DEN,21.1143052704,1,9335,201508,,Q,Petra Cetkovska,R,172,CZE,26.5325119781,40,1312,6-4 6-1,3,F
2011-W-PR-JPN-01A-2011,Tokyo,Hard,56,P,20110926,052,201520,5,,Petra Kvitova,L,183,CZE,21.5523613963,6,5530,201345,2,,Maria Sharapova,R,,RUS,24.4380561259,2,6226,4-3 RET,3,QF
2011-W-WT-TUR-01A-2011,WTA Championships,Hard,4,W,20111024,002,201458,4,,Victoria Azarenka,R,180,BLR,22.2313483915,4,5750,201329,6,,Vera Zvonareva,R,172,RUS,27.1266255989,6,5190,6-2 6-3,3,SF
2012-W-SL-AUS-01A-2012,Australian Open,Hard,128,G,20120116,122,201458,3,,Victoria Azarenka,R,180,BLR,22.4613278576,3,6865,201474,8,,Agnieszka Radwanska,R,170,POL,22.8637919233,8,5330,6-7(0) 6-0 6-2,3,QF
2012-W-PM-ESP-01A-2012,Madrid,Clay,64,PM,20120507,049,201458,1,,Victoria Azarenka,R,180,BLR,22.7679671458,1,8600,201421,13,,Ana Ivanovic,R,183,SRB,24.501026694,15,2850,6-4 6-4,3,R16
2012-W-PR-ITA-01A-2012,Rome Italian Open,Clay,56,P,20120514,051,201493,12,,Angelique Kerber,L,173,GER,24.3203285421,11,3235,201520,4,,Petra Kvitova,L,183,CZE,22.1848049281,4,6250,7-6(2) 1-6 6-1,3,QF
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,099,200079,,,Kim Clijsters,R,,BEL,29.0485968515,47,1311,201329,12,,Vera Zvonareva,R,172,RUS,27.7973990418,12,3160,6-3 4-3 RET,3,R32
2012-W-SL-GBR-01A-2012,Wimbledon,Grass,128,G,20120625,123,200033,6,,Serena Williams,R,175,USA,30.7460643395,6,5640,201520,4,,Petra Kvitova,L,183,CZE,22.2997946612,4,6775,6-3 7-5,3,QF
2012-W-PR-USA-04A-2012,Cincinnati,Hard,55,P,20120813,054,201419,9,,Na Li,R,172,CHN,30.4613278576,9,3795,201493,5,,Angelique Kerber,L,173,GER,24.5694729637,7,5225,1-6 6-3 6-1,3,F
2014-W-PR-USA-02A-2014,Stanford,Hard,28,P,20140728,027,200033,1,,Serena Williams,R,175,USA,32.8350444901,1,9231,201493,3,,Angelique Kerber,L,173,GER,26.5242984257,8,4365,7-6(1) 6-3,3,F
2014-W-WT-SIN-01A-2014,WTA Finals,Hard,4,W,20141020,003,200033,1,,Serena Williams,R,175,USA,33.0650239562,1,7146,201594,4,,Simona Halep,R,168,ROU,23.0636550308,4,5403,6-3 6-0,3,F
2014-W-WT-SIN-01A-2014,WTA Finals,Hard,4,W,20141020,293,201421,7,,Ana Ivanovic,R,183,SRB,26.9541409993,7,4390,201594,4,,Simona Halep,R,168,ROU,23.0636550308,4,5403,7-6(7) 3-6 6-3,3,RR
2015-W-PM-USA-01A-2015,Indian Wells,Hard,96,PM,20150309,093,201594,3,,Simona Halep,R,168,ROU,23.446954141,3,6571,200033,1,WC,Serena Williams,R,175,USA,33.4483230664,1,9592,W/O,3,SF
2015-W-P700-GBR-02A-2015,Eastbourne,Grass,48,P,20150622,040,201496,2,,Caroline Wozniacki,R,177,DEN,24.9472963723,5,5000,201320,,,Svetlana Kuznetsova,R,174,RUS,29.9849418207,27,1812,6-7(3) 6-3 6-1,3,R16
2007-W-SL-AUS-01A-2007,Australian Open,Hard,128,G,20070115,068,201421,13,,Ana Ivanovic,R,183,SRB,19.1923340178,14,1108,201474,,,Agnieszka Radwanska,R,170,POL,17.8617385352,59,399,6-2 3-6 6-2,3,R64
2007-W-SL-GBR-01A-2007,Wimbledon,Grass,128,G,20070625,109,201320,5,,Svetlana Kuznetsova,R,174,RUS,21.993155373,5,2790,201474,,,Agnieszka Radwanska,R,170,POL,18.302532512,35,611,6-2 6-3,3,R32
2007-W-T2-GER-01A-2007,Stuttgart,Hard,28,T2,20071001,024,201320,2,,Svetlana Kuznetsova,R,174,RUS,22.2614647502,2,3609,200033,6,,Serena Williams,R,175,USA,26.0123203285,7,2391,6-3 6-3,3,QF
2008-W-SL-AUS-01A-2008,Australian Open,Hard,128,G,20080114,072,201345,5,,Maria Sharapova,R,,RUS,20.7392197125,5,2956,200128,,,Lindsay Davenport,R,189,USA,31.6002737851,51,545,6-1 6-3,3,R64
2008-W-T3-AUS-01A-2008,Gold Coast,Hard,32,T3,20071231,031,201419,,,Na Li,R,172,CHN,25.8425735797,29,937,201458,,,Victoria Azarenka,R,180,BLR,18.417522245,30,928,4-6 6-3 6-4,3,F
2008-W-T2-FRA-01A-2008,Paris,Carpet,28,T2,20080204,018,200108,4,,Elena Dementieva,R,180,RUS,26.3052703628,13,1791,201520,,Q,Petra Kvitova,L,183,CZE,17.9110198494,152,221,7-6(7) 6-2,3,R16
2008-W-T1-GER-01A-2008,Berlin,Clay,56,T1,20080505,042,200033,5,,Serena Williams,R,175,USA,26.6064339493,6,2726,201474,11,,Agnieszka Radwanska,R,170,POL,19.1649555099,15,1483,6-3 6-1,3,R16
1992-W-WT-USA-05A-1992,Key Biscayne,Hard,96,W,19920313,092,200414,2,,Steffi Graf,R,,GER,22.7351129363,2,238,200597,6,,Mary Joe Fernandez,R,,USA,20.5557837098,7,116,7-6 6-4,3,QF
1992-W-WT-USA-05A-1992,Key Biscayne,Hard,96,W,19920313,094,200572,3,,Gabriela Sabatini,R,,ARG,21.8151950719,3,192,200414,2,,Steffi Graf,R,,GER,22.7351129363,2,238,3-6 7-6 6-1,3,SF
1992-W-WT-USA-17A-1992,Virginia Slims Championships,Carpet,16,W,19921116,009,200652,1,,Monica Seles,L,,USA,18.9568788501,1,283,200539,,,Jana Novotna,R,,CZE,24.1232032854,9,82,3-6 6-4 6-1,3,QF
1992-W-WT-SUI-02A-1992,Zurich,Carpet,32,W,19921005,031,200414,1,,Steffi Graf,R,,GER,23.3100616016,2,242,200293,2,,Martina Navratilova,L,173,USA,35.9644079398,5,157,2-6 7-5 7-5,3,F
1992-D104,Fed Cup WG F: GER vs ESP,Clay,4,D,19920719,2,200414,,,Steffi Graf,R,,GER,23.099247091,2,250,200017,,,Arantxa Sanchez Vicario,R,,ESP,20.5886379192,5,152,6-4 6-2,3,RR
1993-W-SL-GBR-01A-1993,Wimbledon,Grass,128,G,19930621,121,200414,1,,Steffi Graf,R,,GER,24.0191649555,1,329,200077,7,,Jennifer Capriati,R,170,USA,17.2292950034,8,122,7-6 6-1,3,QF
1993-W-WT-ESP-01A-1993,Barcelona,Clay,32,W,19930420,031,200017,1,,Arantxa Sanchez Vicario,R,,ESP,21.3360711841,3,217,200049,2,,Conchita Martinez,R,170,ESP,21.0075290897,8,105,6-1 6-4,3,F
1993-W-WT-USA-05A-1993,Key Biscayne,Hard,96,W,19930312,093,200414,1,,Steffi Graf,R,,GER,23.7316906229,2,275,200572,3,,Gabriela Sabatini,R,,ARG,22.8117727584,5,181,6-0 6-2,3,SF
