tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
1993-W-WT-FRA-01A-1993,Paris,Hard,32,W,19930215,030,200293,2,,Martina Navratilova,L,173,USA,36.3285420945,4,186,200539,4,,Jana Novotna,R,,CZE,24.372347707,9,83,6-1 6-2,3,SF
2004-W-T2-POL-01A-2004,Warsaw,Clay,28,T2,20040426,026,200748,2,,Venus Williams,R,185,USA,23.8576317591,13,1854,201329,3,,Vera Zvonareva,R,172,RUS,19.6331279945,11,1984,6-3 6-2,3,SF
2004-W-T1-RUS-01A-2004,Moscow,Carpet,28,T1,20041011,023,200772,3,,Anastasia Myskina,R,174,RUS,23.2607802875,4,3533,201329,6,,Vera Zvonareva,R,172,RUS,20.0930869268,11,2154,4-6 6-0 7-5,3,QF
2005-W-SL-AUS-01A-2005,Australian Open,Hard,128,G,20050117,001,200128,1,,Lindsay Davenport,R,189,USA,28.6105407255,1,4666,200049,,,Conchita Martinez,R,170,ESP,32.7556468172,46,704,6-1 6-0,3,R128
2005-W-SL-FRA-01A-2005,French Open,Clay,128,G,20050523,056,200003,10,,Justine Henin,R,167,BEL,22.9760438056,12,2017,200049,,,Conchita Martinez,R,170,ESP,33.1006160164,45,733,6-0 4-6 6-4,3,R128
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,20050829,064,200128,2,,Lindsay Davenport,R,189,USA,29.2238193018,1,4609,201419,,,Na Li,R,172,CHN,23.5044490075,40,806,6-4 6-4,3,R128
2005-W-WT-USA-01A-2005,WTA Tour Championships,Hard,4,W,20051107,001,200096,5,,Mary Pierce,R,178,FRA,30.8117727584,5,3184,200128,1,,Lindsay Davenport,R,189,USA,29.4154688569,1,4820,7-6(5) 7-6(6),3,SF
2003-W-T1-USA-01A-2003,Indian Wells,Hard,96,T1,20030305,094,200128,4,,Lindsay Davenport,R,189,USA,26.7323750856,7,2535,200077,2,,Jennifer Capriati,R,170,USA,26.9267624914,6,2718,6-4 4-6 6-4,3,SF
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,20030407,050,200128,3,,Lindsay Davenport,R,189,USA,26.8281998631,5,2911,201329,,,Vera Zvonareva,R,172,RUS,18.5790554415,33,952,7-6(3) 6-3,3,QF
2003-W-T1-USA-03A-2003,Charleston,Clay,56,T1,20030407,052,200003,2,,Justine Henin,R,167,BEL,20.848733744,4,3643,200096,,,Mary Pierce,R,178,FRA,28.2245037645,43,763,6-2 6-3,3,QF
2003-W-T2-POL-01A-2003,Warsaw,Clay,28,T2,20030428,027,200065,2,,Amelie Mauresmo,R,175,FRA,23.8138261465,7,2687,200748,1,,Venus Williams,R,185,USA,22.8610540726,3,4555,6-7(6) 6-0 3-0 RET,3,F
2003-W-T2-USA-03A-2003,Stanford,Hard,28,T2,20030721,027,200079,2,,Kim Clijsters,R,,BEL,20.1177275838,2,5721,200077,3,,Jennifer Capriati,R,170,USA,27.3100616016,7,2578,4-6 6-4 6-2,3,F
2003-W-T2-CHN-01A-2003,Shanghai,Hard,28,T2,20030915,021,200108,1,,Elena Dementieva,R,180,RUS,21.916495551,8,2052,201345,,,Maria Sharapova,R,,RUS,16.4079397673,52,712,6-4 7-6(4),3,QF
2001-W-SL-GBR-01A-2001,Wimbledon,Grass,128,G,20010625,127,200748,2,,Venus Williams,R,185,USA,21.0212183436,2,4789,200003,8,,Justine Henin,R,167,BEL,19.0663928816,9,2113,6-1 3-6 6-0,3,F
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,20011030,006,200079,3,,Kim Clijsters,R,,BEL,18.392881588,5,3456,200108,,,Elena Dementieva,R,180,RUS,20.038329911,12,1817,6-3 7-6(2),3,R16
2001-W-WT-GER-01A-2001,WTA Tour Championships,Hard,16,W,20011030,011,200079,3,,Kim Clijsters,R,,BEL,18.392881588,5,3456,200017,,,Arantxa Sanchez Vicario,R,,ESP,29.864476386,18,1470,7-5 6-1,3,QF
2002-W-T2-USA-02A-2002,Amelia Island,Clay,56,T2,20020408,055,200748,1,,Venus Williams,R,185,USA,21.8069815195,2,4385,200003,2,,Justine Henin,R,167,BEL,19.8521560575,9,2991,2-6 7-5 7-6(5),3,F
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,20020527,127,200033,3,,Serena Williams,R,175,USA,20.6652977413,3,4036,200748,2,,Venus Williams,R,185,USA,21.9411362081,2,4591,7-5 6-3,3,F
2002-W-T2-GER-03A-2002,Filderstadt,Hard,28,T2,20021007,016,200108,,,Elena Dementieva,R,180,RUS,20.977412731,22,1254,200001,7,,Martina Hingis,R,170,SUI,22.0177960301,10,2448,6-3 6-1,3,R16
2002-W-T2-GER-03A-2002,Filderstadt,Hard,28,T2,20021007,026,200079,6,,Kim Clijsters,R,,BEL,19.3319644079,9,2618,200065,5,,Amelie Mauresmo,R,175,FRA,23.2580424367,4,3062,3-6 6-3 7-5,3,SF
2005-W-T1-USA-04A-2005,San Diego,Hard,56,T1,20050801,003,201336,16,,Dinara Safina,R,182,RUS,19.2635181383,26,1043,200049,,,Conchita Martinez,R,170,ESP,33.2922655715,48,697,7-6(11) 6-4,3,R64
2006-W-T1-ITA-01A-2006,Rome,Clay,56,T1,20060515,053,200001,,,Martina Hingis,R,170,SUI,25.620807666,21,860,200748,9,,Venus Williams,R,185,USA,25.9082819986,12,1293,0-6 6-3 6-3,3,SF
2006-W-T1-USA-04A-2006,San Diego,Hard,56,T1,20060731,048,201345,2,,Maria Sharapova,R,,RUS,19.2826830938,4,2400,201329,,,Vera Zvonareva,R,172,RUS,21.8945927447,36,586,6-4 6-4,3,R16
2006-W-T1-RUS-01A-2006,Moscow,Carpet,28,T1,20061009,015,201329,,,Vera Zvonareva,R,172,RUS,22.0862422998,29,682,201320,3,,Svetlana Kuznetsova,R,174,RUS,21.2840520192,4,2408,6-1 6-3,3,R16
2006-W-T2-USA-04A-2006,New Haven,Hard,28,T2,20060821,027,200003,2,WC,Justine Henin,R,167,BEL,24.2217659138,3,2883,200128,7,,Lindsay Davenport,R,189,USA,30.2012320329,11,1588,6-0 1-0 RET,3,F
1983-W-WT-USA-16A-1983,Hilton Head,Clay,56,W,19830404,033,200401,,,Manuela Maleeva Fragniere,R,,SUI,,,,200348,5,,Hana Mandlikova,R,,AUS,,,,4-6 6-4 6-4,3,R32
1983-W-WT-USA-04A-1983,Palm Beach,Clay,56,W,19830130,037,200404,6,,Zina Garrison,U,,USA,,,,200401,,,Manuela Maleeva Fragniere,R,,SUI,,,,6-1 7-5,3,R32
1983-W-WT-USA-30A-1983,Tarpon Springs,Hard,32,W,19831010,029,200293,1,,Martina Navratilova,L,173,USA,,,,200404,3,,Zina Garrison,U,,USA,,,,6-4 6-1,3,SF
1984-W-SL-GBR-01A-1984,Wimbledon,Grass,128,G,19840625,121,200293,1,,Martina Navratilova,L,173,USA,27.6851471595,1,,200401,7,,Manuela Maleeva Fragniere,R,,SUI,17.3607118412,7,,6-3 6-2,3,QF
1981-W-SL-AUS-01A-1981,Australian Open,Grass,56,G,19811130,049,200259,1,,Chris Evert,R,,USA,,,,200348,5,,Hana Mandlikova,R,,AUS,,,,6-4 7-5,3,QF
1981-W-WT-USA-14A-1981,Amelia island,Clay,56,W,19810420,049,200259,1,,Chris Evert,R,,USA,,,,200360,5,,Pam Shriver,R,,USA,,,,6-3 6-1,3,QF
2004-W-T2-AUS-01A-2004,Sydney,Hard,28,T2,20040112,013,200003,1,,Justine Henin,R,167,BEL,21.6153319644,1,6603,200049,,,Conchita Martinez,R,170,ESP,31.7399041752,16,1333,6-4 6-1,3,R16
2004-W-T2-USA-03A-2004,Los Angeles,Hard,56,T2,20040719,050,200108,4,,Elena Dementieva,R,180,RUS,22.7597535934,6,2884,201320,5,,Svetlana Kuznetsova,R,174,RUS,19.06091718,9,2113,5-7 6-2 6-2,3,QF
2004-W-T1-RUS-01A-2004,Moscow,Carpet,28,T1,20041011,027,200772,3,,Anastasia Myskina,R,174,RUS,23.2607802875,4,3533,200108,5,,Elena Dementieva,R,180,RUS,22.9897330595,6,2978,7-5 6-0,3,F
2005-W-SL-USA-01A-2005,US Open,Hard,128,G,20050829,127,200079,4,,Kim Clijsters,R,,BEL,22.2258726899,4,3179,200096,12,,Mary Pierce,R,178,FRA,30.6201232033,12,2286,6-3 6-1,3,F
2005-W-T2-BEL-01A-2005,Antwerp,Hard,28,T2,20050214,013,200065,1,,Amelie Mauresmo,R,175,FRA,25.6153319644,2,4524,200096,,,Mary Pierce,R,178,FRA,30.083504449,32,894,6-4 6-1,3,R16
2005-W-T2-UAE-01A-2005,Dubai,Hard,28,T2,20050228,021,200128,1,,Lindsay Davenport,R,189,USA,28.7255304586,1,4965,200049,,WC,Conchita Martinez,R,170,ESP,32.8706365503,35,869,6-1 6-4,3,QF
2005-W-T1-USA-01A-2005,Indian Wells,Hard,96,T1,20050309,095,200079,,,Kim Clijsters,R,,BEL,21.7467488022,133,262,200128,1,,Lindsay Davenport,R,189,USA,28.7446954141,1,5161,6-4 4-6 6-2,3,F
2003-W-SL-FRA-01A-2003,French Open,Clay,128,G,20030526,124,200079,2,,Kim Clijsters,R,,BEL,19.9644079398,2,4721,200049,24,,Conchita Martinez,R,170,ESP,31.1074606434,22,1226,6-2 6-1,3,QF
2003-W-SL-USA-01A-2003,US Open,Hard,128,G,20030825,124,200003,2,,Justine Henin,R,167,BEL,21.2320328542,3,5307,200772,7,,Anastasia Myskina,R,174,RUS,22.1300479124,10,1858,6-2 6-3,3,QF
2003-W-SL-USA-01A-2003,US Open,Hard,128,G,20030825,125,200079,1,,Kim Clijsters,R,,BEL,20.2135523614,1,6039,200128,3,,Lindsay Davenport,R,189,USA,27.2114989733,4,3567,6-2 6-3,3,SF
2003-W-T1-JPN-01A-2003,Tokyo,Carpet,28,T1,20030127,027,200128,3,,Lindsay Davenport,R,189,USA,26.636550308,10,2171,200652,1,,Monica Seles,L,,USA,29.1526351814,9,2492,6-7(6) 6-1 6-2,3,F
2003-W-T2-FRA-01A-2003,Paris,Carpet,28,T2,20030203,026,200065,3,,Amelie Mauresmo,R,175,FRA,23.5838466804,7,2729,200108,,,Elena Dementieva,R,180,RUS,21.3032169747,20,1360,6-0 6-0,3,SF
2003-W-T2-BEL-01A-2003,Antwerp,Carpet,28,T2,20030210,026,200079,2,,Kim Clijsters,R,,BEL,19.6769336071,3,3763,200003,3,,Justine Henin,R,167,BEL,20.6954140999,4,3350,6-2 7-6(3),3,SF
2003-W-T2-UAE-01A-2003,Dubai,Hard,28,T2,20030217,027,200003,1,,Justine Henin,R,167,BEL,20.7145790554,4,3283,200652,4,,Monica Seles,L,,USA,29.2101300479,11,2202,4-6 7-6(4) 7-5,3,F
2003-W-T2-USA-02A-2003,Amelia Island,Clay,48,T2,20030414,045,200108,10,,Elena Dementieva,R,180,RUS,21.4948665298,21,1335,200003,1,,Justine Henin,R,167,BEL,20.8678986995,4,3842,3-6 6-4 7-5,3,SF
2003-W-T1-ITA-01A-2003,Rome,Clay,56,T1,20030512,053,200065,4,,Amelie Mauresmo,R,175,FRA,23.8521560575,6,3090,200033,1,,Serena Williams,R,175,USA,21.6235455168,1,6809,1-6 7-5 6-3,3,SF
2003-W-T2-USA-04A-2003,San Diego,Hard,48,T2,20030728,035,200003,3,,Justine Henin,R,167,BEL,21.1553730322,3,4705,200108,13,,Elena Dementieva,R,180,RUS,21.7823408624,16,1483,4-6 6-4 6-1,3,R16
2003-W-T2-USA-05A-2003,Los Angeles,Hard,48,T2,20030804,033,200079,1,,Kim Clijsters,R,,BEL,20.1560574949,2,5911,201345,,,Maria Sharapova,R,,RUS,16.2929500342,56,637,6-4 1-6 6-1,3,R16
2003-W-WT-USA-01A-2003,WTA Tour Championships,Hard,4,W,20031105,1,200079,1,,Kim Clijsters,R,,BEL,20.4052019165,1,6596,200065,4,,Amelie Mauresmo,R,175,FRA,24.3312799452,6,2736,3-6 6-4 6-4,3,RR
2001-W-SL-USA-01A-2001,US Open,Hard,128,G,20010827,049,200065,8,,Amelie Mauresmo,R,175,FRA,22.1464750171,7,2580,200772,,,Anastasia Myskina,R,174,RUS,20.1368925394,94,379,3-6 6-1 6-4,3,R128
2002-W-T2-FRA-01A-2002,Paris,Carpet,28,T2,20020205,025,200748,1,,Venus Williams,R,185,USA,21.6344969199,2,4200,200065,3,,Amelie Mauresmo,R,175,FRA,22.5872689938,8,2780,4-6 7-6(3) 7-5,3,SF
2002-W-T1-ITA-01A-2002,Rome,Clay,56,T1,20020513,051,200033,4,,Serena Williams,R,175,USA,20.6269678303,4,3609,200772,,,Anastasia Myskina,R,174,RUS,20.8459958932,30,1026,6-3 6-4,3,QF
2002-W-SL-FRA-01A-2002,French Open,Clay,128,G,20020527,115,200033,3,,Serena Williams,R,175,USA,20.6652977413,3,4036,201329,,Q,Vera Zvonareva,R,172,RUS,17.7166324435,142,225,4-6 6-0 6-1,3,R16
2002-W-T2-USA-03A-2002,Stanford,Hard,28,T2,20020722,026,200079,4,,Kim Clijsters,R,,BEL,19.1211498973,5,3077,200128,2,,Lindsay Davenport,R,189,USA,26.1190965092,9,2637,4-6 6-4 6-2,3,SF
2002-W-T2-USA-06A-2002,New Haven,Hard,28,T2,20020819,027,200748,1,,Venus Williams,R,185,USA,22.1711156742,2,5178,200128,2,,Lindsay Davenport,R,189,USA,26.1957563313,10,2450,7-5 6-0,3,F
2002-W-SL-USA-01A-2002,US Open,Hard,128,G,20020826,119,200652,6,,Monica Seles,L,,USA,28.7310061602,5,3141,200001,9,WC,Martina Hingis,R,170,SUI,21.9028062971,8,2746,6-4 6-2,3,R16
2002-W-T2-GER-02A-2002,Leipzig,Carpet,28,T2,20020923,027,200033,1,,Serena Williams,R,175,USA,20.9911019849,1,5808,200772,6,,Anastasia Myskina,R,174,RUS,21.2101300479,12,1878,6-3 6-2,3,F
1976-W-SL-GBR-01A-1976,Wimbledon,Grass,96,G,19760621,093,200259,1,,Chris Evert,R,,USA,,,,200293,4,,Martina Navratilova,L,173,USA,,,,6-3 4-6 6-4,3,SF
2005-W-T2-GER-01A-2005,Filderstadt,Hard,28,T2,20051003,021,200128,1,,Lindsay Davenport,R,189,USA,29.3196440794,2,4619,200772,8,,Anastasia Myskina,R,174,RUS,24.2381930185,12,2266,6-2 3-6 6-1,3,QF
2005-W-T2-GER-01A-2005,Filderstadt,Hard,28,T2,20051003,026,200065,3,,Amelie Mauresmo,R,175,FRA,26.2477754962,4,3927,200108,5,,Elena Dementieva,R,180,RUS,23.9671457906,8,2617,6-3 6-4,3,SF
2005-W-T1-SUI-01A-2005,Zurich,Hard,28,T1,20051017,022,200772,7,,Anastasia Myskina,R,174,RUS,24.2765229295,12,1826,200108,4,,Elena Dementieva,R,180,RUS,24.0054757016,8,2678,6-3 6-7(1) 6-4,3,QF
2006-W-T2-FRA-01A-2006,Paris,Carpet,28,T2,20060206,021,200065,1,,Amelie Mauresmo,R,175,FRA,26.5927446954,2,3377,201336,7,,Dinara Safina,R,182,RUS,19.780971937,17,995,6-2 6-2,3,QF
2006-W-T1-USA-02A-2006,Miami,Hard,96,T1,20060320,091,201345,4,,Maria Sharapova,R,,RUS,18.9185489391,4,2753,200772,10,,Anastasia Myskina,R,174,RUS,24.6981519507,12,1253,6-3 6-3,3,QF
2006-W-T1-ITA-01A-2006,Rome,Clay,56,T1,20060515,048,201336,16,,Dinara Safina,R,182,RUS,20.0492813142,19,914,200079,2,,Kim Clijsters,R,,BEL,22.9349760438,2,3048,6-4 7-6(2),3,R16
2006-W-SL-GBR-01A-2006,Wimbledon,Grass,128,G,20060626,126,200003,3,,Justine Henin,R,167,BEL,24.0684462697,3,2603,200079,2,,Kim Clijsters,R,,BEL,23.0499657769,2,3159,6-4 7-6(4),3,SF
2006-W-T2-AUT-01A-2006,Linz,Hard,28,T2,20061023,014,201421,5,,Ana Ivanovic,R,183,SRB,18.9623545517,15,1063,201474,,Q,Agnieszka Radwanska,R,170,POL,17.6317590691,66,389,6-2 6-2,3,R16
2006-D004,Fed Cup WG R1: BEL vs RUS,Clay,4,D,20060422,1,200108,,,Elena Dementieva,R,180,RUS,24.5037645448,9,1877,200079,,,Kim Clijsters,R,,BEL,22.8583162218,2,2941,6-4 6-3,3,RR
1983-W-WT-USA-18A-1983,Orlando,Clay,22,W,19830418,019,200293,1,,Martina Navratilova,L,173,USA,,,,200348,4,,Hana Mandlikova,R,,AUS,,,,4-6 6-2 7-5,3,SF
1984-W-WT-USA-10A-1984,Chicago,Carpet,32,W,19840206,005,200209,4,,Wendy Turnbull,U,,AUS,31.1950718686,10,,200401,,,Manuela Maleeva Fragniere,R,,SUI,16.977412731,24,,6-2 6-4,3,R32
1984-W-WT-USA-08A-1984,Houston,Carpet,32,W,19840130,026,200401,,,Manuela Maleeva Fragniere,R,,SUI,16.9582477755,31,,200404,6,,Zina Garrison,U,,USA,20.205338809,9,,6-3 4-6 6-2,3,QF
1984-W-WT-USA-23A-1984,Mahwah,Hard,56,W,19840813,055,200293,1,,Martina Navratilova,L,173,USA,27.819301848,1,,200360,2,,Pam Shriver,R,,USA,22.1108829569,4,,6-4 4-6 7-5,3,F
1984-W-WT-USA-27A-1984,New Orleans,Carpet,32,W,19840924,030,200404,4,,Zina Garrison,U,,USA,20.8569472964,9,,200360,2,,Pam Shriver,R,,USA,22.2258726899,4,,6-4 2-6 6-3,3,SF
1984-W-WT-USA-12A-1984,Virginia Slims Championships,Carpet,16,W,19840228,012,200259,2,,Chris Evert,R,,USA,29.1854893908,,,200377,,,Helena Sukova,R,,CZE,19.0088980151,,,6-1 6-2,3,QF
1984-W-WT-USA-12A-1984,Virginia Slims Championships,Carpet,16,W,19840228,013,200293,1,,Martina Navratilova,L,173,USA,27.3593429158,,,200360,3,,Pam Shriver,R,,USA,21.6509240246,,,7-6 6-4,3,SF
1982-W-WT-USA-28A-1982,East Rutherford,Hard,12,W,19821214,009,200293,1,,Martina Navratilova,L,173,USA,,,,200348,4,,Hana Mandlikova,R,,AUS,,,,7-6 6-1,3,SF
1986-W-WT-USA-23A-1986,Los Angeles,Hard,56,W,19860811,053,200293,1,,Martina Navratilova,L,173,USA,29.8124572211,1,,200377,5,,Helena Sukova,R,,CZE,21.4620123203,7,,7-6 6-1,3,SF
1986-W-WT-USA-01A-1986,Washington,Carpet,56,W,19860106,050,200360,3,,Pam Shriver,R,,USA,23.5099247091,4,,200377,6,,Helena Sukova,R,,CZE,20.8678986995,9,,6-4 6-3,3,QF
1987-W-SL-AUS-01A-1987,Australian Open,Grass,96,G,19870112,095,200348,2,,Hana Mandlikova,R,,AUS,24.8952772074,4,126,200293,1,,Martina Navratilova,L,173,USA,30.2340862423,1,280,7-5 7-6(1),3,F
1987-W-SL-USA-01A-1987,US Open,Hard,128,G,19870901,114,200360,5,,Pam Shriver,R,,USA,25.158110883,5,126,200539,,,Jana Novotna,R,,CZE,18.9103353867,61,12,6-3 7-6(4),3,R16
1987-W-WT-AUS-01A-1987,Sydney,Grass,56,W,19870105,041,200209,10,,Wendy Turnbull,U,,AUS,34.1081451061,19,30,200348,1,,Hana Mandlikova,R,,AUS,24.8761122519,4,126,6-3 7-5,3,R16
1988-W-SL-GBR-01A-1988,Wimbledon,Grass,128,G,19880620,113,200414,1,,Steffi Graf,R,,GER,19.0171115674,1,288,200597,16,,Mary Joe Fernandez,R,,USA,16.8377823409,12,54,6-2 6-2,3,R16
1988-W-SL-GBR-01A-1988,Wimbledon,Grass,128,G,19880620,116,200404,12,,Zina Garrison,U,,USA,24.5941136208,13,53,200572,5,,Gabriela Sabatini,R,,ARG,18.0971937029,5,139,6-1 3-6 6-2,3,R16
1988-W-WT-GBR-02A-1988,Eastbourne,Grass,64,W,19880613,052,200597,11,,Mary Joe Fernandez,R,,USA,16.8186173854,16,43,200404,9,,Zina Garrison,U,,USA,24.5749486653,12,54,6-3 3-6 6-0,3,R16
1988-W-WT-USA-08A-1988,Key Biscayne,Hard,128,W,19880314,124,200259,2,,Chris Evert,R,,USA,33.2292950034,3,175,200377,5,,Helena Sukova,R,,CZE,23.0527036277,8,85,6-7 7-5 6-4,3,QF
1988-W-WT-USA-26A-1988,Virginia Slims Championships,Carpet,16,W,19881114,007,200377,8,,Helena Sukova,R,,CZE,23.7234770705,8,76,200404,,,Zina Garrison,U,,USA,24.9965776865,9,68,2-6 6-3 6-3,3,R16
1988-W-WT-JPN-02A-1988,Tokyo Indoor,Carpet,28,W,19880425,026,200377,3,,Helena Sukova,R,,CZE,23.1676933607,7,78,200401,2,,Manuela Maleeva Fragniere,R,,SUI,21.1937029432,6,94,7-6 4-6 6-3,3,SF
1989-W-SL-FRA-01A-1989,French Open,Clay,128,G,19890529,120,200597,15,,Mary Joe Fernandez,R,,USA,17.7768651608,20,49,200572,2,,Gabriela Sabatini,R,,ARG,19.0362765229,3,162,6-4 6-4,3,R16
1989-W-SL-FRA-01A-1989,French Open,Clay,128,G,19890529,123,200017,7,,Arantxa Sanchez Vicario,R,,ESP,17.4455852156,10,66,200539,11,,Jana Novotna,R,,CZE,20.6543463381,16,52,6-2 6-2,3,QF
1989-W-WT-USA-10A-1989,Amelia Island,Clay,56,W,19890410,053,200414,1,,Steffi Graf,R,,GER,19.8220396988,1,319,200017,6,,Arantxa Sanchez Vicario,R,,ESP,17.311430527,18,42,6-3 6-2,3,SF
1989-W-WT-GBR-01A-1989,Birmingham,Grass,56,W,19890612,055,200293,1,,Martina Navratilova,L,173,USA,32.6488706366,2,184,200404,2,,Zina Garrison,U,,USA,25.5715263518,5,97,7-6 6-3,3,F
1985-W-SL-FRA-01A-1985,French Open,Clay,128,G,19850527,127,200259,2,,Chris Evert,R,,USA,30.431211499,2,,200293,1,,Martina Navratilova,L,173,USA,28.605065024,1,,6-3 6-7(4) 7-5,3,F
1985-W-WT-USA-28A-1985,New Orleans,Carpet,32,W,19850923,028,200360,2,,Pam Shriver,R,,USA,23.2224503765,4,,200209,5,,Wendy Turnbull,U,,AUS,32.8240930869,,,6-2 6-0,3,QF
1986-W-SL-GBR-01A-1986,Wimbledon,Grass,128,G,19860623,064,200259,2,,Chris Evert,R,,USA,31.5044490075,2,,200597,,,Mary Joe Fernandez,R,,USA,14.8446269678,23,,6-4 6-1,3,R128
1986-W-SL-GBR-01A-1986,Wimbledon,Grass,128,G,19860623,127,200293,1,,Martina Navratilova,L,173,USA,29.6783025325,1,,200348,3,,Hana Mandlikova,R,,AUS,24.3394934976,4,,7-6 6-3,3,F
1986-W-WT-USA-04A-1986,Key Biscayne,Hard,56,W,19860127,048,200414,2,,Steffi Graf,R,,GER,16.6214921287,6,,200597,,,Mary Joe Fernandez,R,,USA,14.4421629021,101,,6-0 6-1,3,R16
1978-W-SL-USA-01A-1978,US Open,Hard,96,G,19780828,095,200259,2,,Chris Evert,R,,USA,,,,200360,16,,Pam Shriver,R,,USA,,,,7-6 6-4,3,F
1979-W-WT-USA-08A-1979,Detroit,Carpet,32,W,19790219,029,200209,5,,Wendy Turnbull,U,,AUS,,,,200293,1,,Martina Navratilova,L,173,USA,,,,6-4 1-6 6-4,3,SF
1979-W-WT-FRG-02A-1979,Filderstadt,Carpet,32,W,19791105,028,200259,2,,Chris Evert,R,,USA,,,,200209,5,,Wendy Turnbull,U,,AUS,,,,6-2 6-1,3,QF
1980-W-SL-FRA-01A-1980,French Open,Clay,64,G,19800526,061,200259,1,,Chris Evert,R,,USA,,,,200348,7,,Hana Mandlikova,R,,AUS,,,,6-7 6-2 6-2,3,SF
1980-W-WT-USA-06A-1980,Los Angeles,Carpet,32,W,19800204,029,200293,1,,Martina Navratilova,L,173,USA,,,,200209,3,,Wendy Turnbull,U,,AUS,,,,6-0 7-5,3,SF
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,20100621,125,200033,1,,Serena Williams,R,175,USA,28.733744011,1,8475,201520,,,Petra Kvitova,L,183,CZE,20.2874743326,62,1080,7-6(5) 6-2,3,SF
2010-W-PR-USA-04A-2010,Cincinnati,Hard,56,P,20100809,055,200079,4,,Kim Clijsters,R,,BEL,27.1704312115,7,4510,201345,10,,Maria Sharapova,R,,RUS,23.3073237509,15,3260,2-6 7-6(4) 6-2,3,F
2010-W-SL-USA-01A-2010,US Open,Hard,128,G,20100830,112,200079,2,,Kim Clijsters,R,,BEL,27.227926078,3,5325,201520,27,,Petra Kvitova,L,183,CZE,20.4791238877,29,1869,6-3 6-0,3,R32
2010-W-PR-CAN-01A-2010,Canadian Open,Hard,56,P,20100816,055,201496,2,,Caroline Wozniacki,R,177,DEN,20.0985626283,2,5635,201329,8,,Vera Zvonareva,R,172,RUS,25.9383983573,11,3920,6-3 6-2,3,F
2010-W-WT-QAT-01A-2010,WTA Championships,Hard,4,W,20101025,16,201329,2,,Vera Zvonareva,R,172,RUS,26.1300479124,2,6096,200079,3,,Kim Clijsters,R,,BEL,27.3812457221,4,5295,6-4 7-5,3,RR
2011-W-PM-USA-01A-2011,Indian Wells,Hard,96,PM,20110307,083,201345,16,,Maria Sharapova,R,,RUS,23.8822724162,18,2656,201336,,,Dinara Safina,R,182,RUS,24.8596851472,108,621,6-2 6-0,3,R16
2011-W-PM-USA-01A-2011,Indian Wells,Hard,96,PM,20110307,089,201496,1,,Caroline Wozniacki,R,177,DEN,20.6543463381,1,9550,201458,8,,Victoria Azarenka,R,180,BLR,21.5989048597,9,3440,3-0 RET,3,QF
2008-W-T3-LUX-01A-2008,Luxembourg,Hard,32,T3,20081020,031,200108,1,,Elena Dementieva,R,180,RUS,27.0143737166,5,3235,201496,4,,Caroline Wozniacki,R,177,DEN,18.2778918549,16,1598,2-6 6-4 7-6(4),3,F
2008-W-WT-QAT-01A-2008,WTA Tour Championships,Hard,4,W,20081103,001,201329,8,,Vera Zvonareva,R,172,RUS,24.1560574949,9,2497,200108,5,,Elena Dementieva,R,180,RUS,27.0527036277,5,3399,7-6(7) 3-6 6-3,3,SF
2008-W-WT-QAT-01A-2008,WTA Tour Championships,Hard,4,W,20081103,003,200748,7,,Venus Williams,R,185,USA,28.3805612594,8,2522,201329,8,,Vera Zvonareva,R,172,RUS,24.1560574949,9,2497,6-7(5) 6-0 6-2,3,F
2008-W-T1-QAT-01A-2008,Doha,Hard,56,T1,20080218,053,201345,4,,Maria Sharapova,R,,RUS,20.8350444901,5,3061,201474,16,,Agnieszka Radwanska,R,170,POL,18.9541409993,20,1257,6-4 6-3,3,SF
2008-W-T1-USA-02A-2008,Miami,Hard,96,T1,20080324,033,200003,1,,Justine Henin,R,167,BEL,25.8124572211,1,6330,201493,,,Angelique Kerber,L,173,GER,20.180698152,80,424,6-4 6-2,3,R64
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,20090119,125,201336,3,,Dinara Safina,R,182,RUS,22.7323750856,3,7754,201329,7,,Vera Zvonareva,R,172,RUS,24.3668720055,7,5744,6-3 7-6(4),3,SF
2009-W-INT-AUS-01A-2009,Brisbane International,Hard,32,I,20090105,001,201421,1,,Ana Ivanovic,R,183,SRB,21.1663244353,5,6912,201520,,,Petra Kvitova,L,183,CZE,18.8309377139,48,1164,6-4 6-2,3,R32
2009-W-PR-ITA-01A-2009,Rome,Clay,56,P,20090504,055,201336,1,,Dinara Safina,R,182,RUS,23.0198494182,1,9071,201320,7,,Svetlana Kuznetsova,R,174,RUS,23.8521560575,8,4776,6-3 6-2,3,F
2009-W-PR-USA-02A-2009,Stanford,Hard,32,P,20090727,028,200748,2,,Venus Williams,R,185,USA,29.1088295688,3,6617,201345,,,Maria Sharapova,R,,RUS,22.2724161533,62,970,6-2 6-2,3,QF
